"MaStR-Nr.";"Status";"Anzeige-Name";"Energieträger";"Standort";"Bruttoleistung in kW";"Nettonennleistung in kW";"Hauptbrennstoff/Lage";"Inbetriebnahmedatum";"Technologie";"Anlagenbetreiber";"Zur Einheit registriert";"Netzbetreiber";"Spannungsebene";"EEG Inbetriebnahmedatum";"Zuschlag (EEG-Ausschreibung)";"Thermische Nutzleistung in kW";"Nutzbare Speicherkapazität in kWh";"Genehmigungsbehörde";"Aktenzeichen der Genehmigung";"Genehmigungsdatum";"Meldedatum der Genehmigung";"Meldedatum";"Letzte Aktualisierung";"Zugeordnete Migrationseinheit";"Statistik";"NB-Prüfung"
"SEE989036783760";"In Betrieb";"Vordach";"Solare Strahlungsenergie";"55232 Alzey
Deutschland";"1,34";"1";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"13.06.2019";"";"natürliche Person (ABR934635452081)";"EEG955605333865";"EWR Netz GmbH (Worms) (SNB969068596941)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"13.06.2019";"";"";"";"";"";"";"";"15.07.2019";"15.07.2019";"";"B";"Ungeprüft"
"SEE995011934010";"In Betrieb";"Hammer";"Solare Strahlungsenergie";"93055 Regensburg
Deutschland";"9,9";"3";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"25.07.2019";"";"natürliche Person (ABR933403106010)";"EEG992738182175";"Regensburg Netz GmbH (SNB941929592729)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"25.07.2019";"";"";"";"";"";"";"";"30.07.2019";"30.07.2019";"";"B";"Ungeprüft"
"SEE941892430479";"In Betrieb";"Scheune";"Solare Strahlungsenergie";"93477 Gleißenberg
Deutschland";"6,27";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.05.2019";"";"natürliche Person (ABR956745574033)";"EEG963724558106";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.05.2019";"";"";"";"";"";"";"";"14.07.2019";"14.07.2019";"";"B";"Ungeprüft"
"SEE942940847171";"In Betrieb";"Photovoltaikanlake Roland Waibel Kirchstraße 1";"Solare Strahlungsenergie";"88454 Hochdorf
Deutschland";"6,3";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"25.04.2009";"";"natürliche Person (ABR989953704572)";"EEG922674449834";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"25.04.2009";"";"";"";"";"";"";"";"05.08.2019";"05.08.2019";"";"A";"Ungeprüft"
"SEE936880938327";"In Betrieb";"LandAnker | Hallendach";"Solare Strahlungsenergie";"16866 Kyritz
Deutschland";"29,92";"29,92";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"15.07.2019";"";"LandAnker";"EEG936353632097";"E.DIS Netz GmbH (SNB941690671609)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"15.07.2019";"";"";"";"";"";"";"";"25.07.2019";"25.07.2019";"";"B";"Ungeprüft"
"SEE948039845110";"In Betrieb";"BHKW I - 1.203";"Biomasse";"74743 Seckach
Bannholzsiedlung 1
Deutschland";"1.203";"1.203";"Biogas (vor Ort verstromt)";"09.07.2019";"Verbrennungsmotor";"Biogas Seckach GmbH & Co. KG";"EEG917425487678
KWK922543060900
SGE929241838008";"Netze BW GmbH (SNB948311994307)";"Mittelspannung";"20.12.2006";"";"838";"";"Regierungspräsidium Karlsruhe";"54.2c3-882/Biogas/Seckach";"28.11.2018";"17.06.2019";"18.07.2019";"18.07.2019";"";"B";"Ungeprüft"
"SEE996649517323";"In Betrieb";"PV-Anlage 28A";"Solare Strahlungsenergie";"39179 Barleben
Deutschland";"4,69";"4,69";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"18.07.2019";"";"natürliche Person (ABR947246361703)";"EEG968688292653";"Avacon Netz GmbH (SNB990362338043)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.07.2019";"";"";"";"";"";"";"";"19.07.2019";"19.07.2019";"";"B";"Ungeprüft"
"SEE908563944192";"In Betrieb";"NL Albstadt";"Solare Strahlungsenergie";"72459 Albstadt
Lauterbachstraße 5
Deutschland";"38,76";"38,76";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"07.07.2011";"";"Brillux";"EEG902332478833";"Albstadtwerke GmbH (SNB969871992015)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"07.07.2011";"";"";"";"";"";"";"";"02.08.2019";"02.08.2019";"";"A";"Ungeprüft"
"SEE939612071439";"In Betrieb";"WR PV-Anlage";"Solare Strahlungsenergie";"58339 Breckerfeld
Schützenstraße 16
Deutschland";"99,45";"75";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"26.02.2019";"";"Schraubenfabrik W.Rüggeberg GmbH";"EEG985650950366";"AVU Netz GmbH (SNB967794191157)";"";"26.02.2019";"";"";"";"";"";"";"";"23.07.2019";"23.07.2019";"";"B";"Abgeschlossen"
"SEE922407940706";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"86947 Weil
Weiler Straße 8
Deutschland";"34,96";"34,96";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"13.05.2009";"";"natürliche Person (ABR942745955736)";"EEG929488664057";"LEW Verteilnetz GmbH (SNB911705062982)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"13.05.2009";"";"";"";"";"";"";"";"30.07.2019";"30.07.2019";"";"A";"Ungeprüft"
"SEE915817850161";"In Betrieb";"BHKW 1";"Erdgas";"33611 Bielefeld
Beckhausstraße 41
Deutschland";"1.287";"1.200";"Erdgas, Erdölgas";"03.07.2017";"Verbrennungsmotor";"Miele & Cie. KG";"KWK919943082373
SGE929177971497";"SWB Netz GmbH (SNB918516395612)";"Mittelspannung";"";"";"1.320";"";"Stadt Bielefeld";"360.12-Pa-7386-711.0004/16/1.2.3.2";"25.11.2016";"12.07.2019";"12.07.2019";"12.07.2019";"";"A";"Ungeprüft"
"SEE942025108807";"In Betrieb";"Hausdach Einheit B4";"Solare Strahlungsenergie";"75236 Kämpfelbach
Deutschland";"5,58";"5,5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"11.07.2019";"";"natürliche Person (ABR938789717195)";"EEG961941642097";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"11.07.2019";"";"";"";"";"";"";"";"12.07.2019";"12.07.2019";"";"B";"Ungeprüft"
"SEE930336859914";"In Betrieb";"Hausbatterie";"Speicher";"15345 Eggersdorf
Deutschland";"3";"3";"";"18.07.2019";"";"natürliche Person (ABR945195866614)";"EEG939547588613
SSE974149038234";"E.DIS Netz GmbH (SNB941690671609)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.07.2019";"";"";"19,5";"";"";"";"";"05.08.2019";"05.08.2019";"";"B";"Ungeprüft"
"SEE910896037052";"In Betrieb";"Hausdach ABR920876599937";"Speicher";"29392 Wesendorf
Deutschland";"5,94";"5,94";"";"18.07.2019";"";"natürliche Person (ABR920876599937)";"EEG988348957654
SSE998524880775";"LSW Netz GmbH & Co. KG (SNB957862279702)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"18.07.2019";"";"";"6,08";"";"";"";"";"18.07.2019";"18.07.2019";"";"B";"Ungeprüft"
"SEE985105827717";"In Betrieb";"Anlage 1";"Solare Strahlungsenergie";"24813 Schülp
Deutschland";"6,3";"5,5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"25.06.2019";"";"natürliche Person (ABR944332694578)";"EEG917726689191";"Schleswig-Holstein Netz AG (SNB919861978666)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"25.06.2019";"";"";"";"";"";"";"";"21.07.2019";"21.07.2019";"";"B";"Ungeprüft"
"SEE901529150767";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"28779 Bremen
Deutschland";"8,4";"8,4";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"02.07.2019";"";"natürliche Person (ABR972690853962)";"EEG979435638181";"wesernetz Bremen GmbH (SNB942238573102)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"02.07.2019";"";"";"";"";"";"";"";"22.07.2019";"22.07.2019";"";"B";"Ungeprüft"
"SEE925085372302";"In Betrieb";"Dach Ost-West";"Solare Strahlungsenergie";"12355 Berlin
Deutschland";"7,2";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"12.07.2019";"";"natürliche Person (ABR951577435828)";"EEG963226673482";"Stromnetz Berlin GmbH (SNB979269087643)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"12.07.2019";"";"";"";"";"";"";"";"12.07.2019";"12.07.2019";"";"B";"Ungeprüft"
"SEE925483651153";"In Betrieb";"Gemeinde Schulstraße Anlage 2";"Solare Strahlungsenergie";"74223 Flein
Deutschland";"25,2";"8";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"09.11.2009";"";"Gemeinde Flein";"EEG943224396460";"NHL Netzgesellschaft Heilbronner Land GmbH & Co. KG (SNB978108787379)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"09.11.2009";"";"";"";"";"";"";"";"30.07.2019";"30.07.2019";"";"A";"Ungeprüft"
"SEE917136908530";"In Betrieb";"PV2 9,760kWhp";"Solare Strahlungsenergie";"35428 Langgöns
Deutschland";"9,76";"6,9";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.06.2019";"";"natürliche Person (ABR978687867462)";"EEG901713377925";"Syna GmbH (SNB918250928893)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.06.2019";"";"";"";"";"";"";"";"01.08.2019";"05.08.2019";"";"B";"Ungeprüft"
"SEE903602982814";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"59387 Ascheberg
Deutschland";"9,92";"9,92";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"24.06.2019";"";"Feldmann/Wesp GbR";"EEG994104206799";"Westnetz GmbH (SNB921897286493)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"24.06.2019";"";"";"";"";"";"";"";"23.07.2019";"23.07.2019";"";"B";"Ungeprüft"
"SEE991067835271";"In Betrieb";"Photovoltaik";"Solare Strahlungsenergie";"84172 Buch
Deutschland";"4,4";"4,4";"Bauliche Anlagen (Sonstige)";"28.11.2000";"";"natürliche Person (ABR934770921008)";"EEG995851821945";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.11.2000";"";"";"";"";"";"";"";"05.08.2019";"05.08.2019";"";"A";"Ungeprüft"
"SEE946906402886";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"92224 Amberg
Deutschland";"6,6";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"03.06.2019";"";"natürliche Person (ABR992994977492)";"EEG978782733617";"Stadtwerke Amberg Versorgungs GmbH (SNB978191145308)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"03.06.2019";"";"";"";"";"";"";"";"16.07.2019";"16.07.2019";"";"B";"Ungeprüft"
"SEE910493531632";"In Betrieb";"Freisitz";"Solare Strahlungsenergie";"72793 Pfullingen
Deutschland";"4,05";"3,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"02.04.2009";"";"natürliche Person (ABR952522078305)";"EEG954375868683";"FairNetz GmbH (SNB991882909515)";"";"02.04.2009";"";"";"";"";"";"";"";"11.07.2019";"11.07.2019";"";"A";"Abgeschlossen"
"SEE927127960560";"In Betrieb";"PV-Anlage Alexander Hoffmann";"Solare Strahlungsenergie";"04158 Leipzig
Deutschland";"3,63";"0,165";"Bauliche Anlagen (Sonstige)";"15.07.2019";"";"natürliche Person (ABR919150487503)";"EEG934701926638";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"15.07.2019";"";"";"";"";"";"";"";"31.07.2019";"31.07.2019";"";"B";"Ungeprüft"
"SEE974223749070";"In Betrieb";"Hafner";"Erdgas";"93333 Neustadt
Deutschland";"0,75";"0,75";"Erdgas, Erdölgas";"09.07.2019";"Brennstoffzelle";"natürliche Person (ABR986344512402)";"KWK950492496679";"Stadtwerke Neustadt a. d. Donau (SNB988769717073)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"";"";"1";"";"";"";"";"";"14.07.2019";"14.07.2019";"";"B";"Ungeprüft"
"SEE968930344550";"In Betrieb";"Solar-Anlage-Haus";"Solare Strahlungsenergie";"89522 Heidenheim
Deutschland";"9,61";"9,5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"29.07.2019";"";"natürliche Person (ABR990824176947)";"EEG981607958881";"Hellenstein-Energie-Logistik GmbH (SNB924453035597)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"29.07.2019";"";"";"";"";"";"";"";"01.08.2019";"01.08.2019";"";"B";"Ungeprüft"
"SEE931348295189";"In Betrieb";"Anlage Niederwinkling";"Solare Strahlungsenergie";"94559 Niederwinkling
Deutschland";"27,6";"27";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"27.06.2019";"";"natürliche Person (ABR930764802186)";"EEG930208086684";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"27.06.2019";"";"";"";"";"";"";"";"23.07.2019";"23.07.2019";"";"B";"Ungeprüft"
"SEE942119202626";"In Betrieb";"MWM";"Biomasse";"25920 Risum-Lindholm
Türkeiswäi 1
Deutschland";"400";"400";"Biogas (vor Ort verstromt)";"15.09.2010";"Verbrennungsmotor";"Naturstrom Hansen GbR";"EEG985046626783
KWK988784838463";"Schleswig-Holstein Netz AG (SNB919861978666)";"Mittelspannung";"15.09.2010";"";"445";"";"";"";"";"";"18.07.2019";"18.07.2019";"";"A";"Ungeprüft"
"SEE921462485085";"In Betrieb";"Photovoltaikanlage";"Solare Strahlungsenergie";"51709 Marienheide
Deutschland";"3,6";"3";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"27.06.2019";"";"natürliche Person (ABR999513994176)";"EEG981153422010";"Rheinische NETZGesellschaft mbH (SNB924477581384)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"27.06.2019";"";"";"";"";"";"";"";"05.08.2019";"05.08.2019";"";"B";"Ungeprüft"
"SEE991301526699";"In Betrieb";"Im Garten 1";"Solare Strahlungsenergie";"94336 Hunderdorf
Deutschland";"15,6";"14";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"31.03.2010";"";"natürliche Person (ABR979067910709)";"EEG902080376269";"Bayernwerk Netz GmbH (SNB940352624434)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"31.03.2010";"";"";"";"";"";"";"";"07.08.2019";"07.08.2019";"";"A";"Ungeprüft"
"SEE963211949011";"In Betrieb";"Stromspeicher";"Speicher";"51709 Marienheide
Deutschland";"1,6";"1,6";"";"27.06.2019";"";"natürliche Person (ABR999513994176)";"EEG984772989711
SSE961081559859";"Rheinische NETZGesellschaft mbH (SNB924477581384)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"27.06.2019";"";"";"3,3";"";"";"";"";"05.08.2019";"05.08.2019";"";"B";"Ungeprüft"
"SEE964948373384";"In Betrieb";"Geister Solar";"Solare Strahlungsenergie";"68623 Lampertheim
Deutschland";"9,3";"9";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"26.06.2019";"";"natürliche Person (ABR949127033242)";"EEG980709541304";"Stadtwerke Weinheim GmbH (SNB935723521351)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"26.06.2019";"";"";"";"";"";"";"";"24.07.2019";"24.07.2019";"";"B";"Ungeprüft"
"SEE945712524560";"In Betrieb";"Photovoltaik-Einspeisung";"Solare Strahlungsenergie";"67677 Enkenbach-Alsenborn
Deutschland";"7,96";"7,35";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"30.12.2009";"";"natürliche Person (ABR971348652537)";"EEG964436753926";"Gemeindewerke Enkenbach-Alsenborn - Elektrizitätswerk (SNB986931195988)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"30.12.2009";"";"";"";"";"";"";"";"10.07.2019";"15.07.2019";"";"A";"Ungeprüft"
"SEE945541643630";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"46325 Borken
Deutschland";"7,5";"7";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"20.05.2014";"";"natürliche Person (ABR940794503083)";"EEG962620549072";"Stadtwerke Borken/Westf. GmbH (SNB982432856366)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"01.07.2014";"";"";"";"";"";"";"";"15.07.2019";"15.07.2019";"";"A";"Ungeprüft"
"SEE985983398545";"In Betrieb";"Gebäudedach";"Solare Strahlungsenergie";"91301 Forchheim
Breitweidig 31
Deutschland";"45,5";"36";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.11.2013";"";"Athleten Club Bavaria Forchheim 1908 e.V.";"EEG923332497006";"Stadtwerke Forchheim GmbH (SNB996457394093)";"";"28.11.2013";"";"";"";"";"";"";"";"18.07.2019";"19.07.2019";"";"A";"Abgeschlossen"
"SEE933677275023";"In Betrieb";"18107 SP Nienhagen Teil A";"Solare Strahlungsenergie";"39397 Schwanebeck
Nienhagen Flur1: 108/17, 110/17.";"1.117,8";"1.100";"Bauliche Anlagen (Sonstige)";"31.08.2018";"";"EnValue Solarpark 19 GmbH & Co. KG";"EEG941081251793";"Avacon Netz GmbH (SNB990362338043)";"Mittelspannung";"31.08.2018";"SOL17-1/065";"";"";"";"";"";"";"31.07.2019";"31.07.2019";"";"A";"Ungeprüft"
"SEE986595688772";"In Betrieb";"18107 SP Nienhagen Teil B1";"Solare Strahlungsenergie";"39397 Schwanebeck
Nienhagen Flur1: 110/17";"747,27";"747,27";"Bauliche Anlagen (Sonstige)";"30.08.2018";"";"EnValue Solarpark 19 GmbH & Co. KG";"EEG962859477795";"Avacon Netz GmbH (SNB990362338043)";"Mittelspannung";"30.08.2018";"";"";"";"";"";"";"";"31.07.2019";"31.07.2019";"";"A";"Ungeprüft"
"SEE995134077779";"In Betrieb";"PV-Anlage Kamenz";"Solare Strahlungsenergie";"01917 Kamenz
Am Ochsenberg
Deutschland";"298,1";"270";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"22.06.2010";"";"Mast-Jägermeister SE";"EEG922510757543";"ENSO Netz GmbH (SNB968914838013)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"22.06.2010";"";"";"";"";"";"";"";"12.07.2019";"12.07.2019";"";"A";"Ungeprüft"
"SEE903881904804";"In Betrieb";"Scheune Eigenverbrauch";"Solare Strahlungsenergie";"90613 Großhabersdorf
Deutschland";"9,57";"9,57";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"17.06.2019";"";"natürliche Person (ABR984254123206)";"EEG989980319350";"MDN Main-Donau Netzgesellschaft mbH (SNB973875583315)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"17.06.2019";"";"";"";"";"";"";"";"29.07.2019";"29.07.2019";"";"B";"Ungeprüft"
"SEE991965459586";"In Betrieb";"Sonnenbatterie";"Speicher";"90613 Großhabersdorf
Deutschland";"3,3";"3,3";"";"17.06.2019";"";"natürliche Person (ABR984254123206)";"EEG961291677558
SSE977529939862";"MDN Main-Donau Netzgesellschaft mbH (SNB973875583315)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"17.06.2019";"";"";"9";"";"";"";"";"29.07.2019";"29.07.2019";"";"B";"Ungeprüft"
"SEE968685329826";"In Betrieb";"2019135232";"Solare Strahlungsenergie";"36124 Eichenzell
Deutschland";"8,32";"8,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"01.07.2019";"";"natürliche Person (ABR938442075754)";"EEG919813129429";"OsthessenNetz GmbH (SNB934071779865)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"01.07.2019";"";"";"";"";"";"";"";"10.07.2019";"10.07.2019";"";"B";"Ungeprüft"
"SEE940022178137";"In Betrieb";"BOETTG1";"Solare Strahlungsenergie";"89231 Neu-Ulm
Deutschland";"13,2";"13,2";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"15.06.2018";"";"Thomas Lauer - Datenschutz -";"EEG953091819016";"Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"15.06.2018";"";"";"";"";"";"";"";"24.07.2019";"24.07.2019";"";"A";"Ungeprüft"
"SEE921886041416";"In Betrieb";"PV-Anlage Rodensteinstr. 6, Rimhorn";"Solare Strahlungsenergie";"64750 Lützelbach
Deutschland";"9,86";"9,86";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"24.07.2019";"";"natürliche Person (ABR939429899141)";"EEG978730513544";"e-netz Südhessen GmbH & Co. KG (SNB956958990736)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"24.07.2019";"";"";"";"";"";"";"";"29.07.2019";"29.07.2019";"";"B";"Ungeprüft"
"SEE933770989490";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"57392 Schmallenberg
Deutschland";"12,22";"10";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"01.06.2010";"";"natürliche Person (ABR924995988993)";"EEG993112328011";"Westnetz GmbH (SNB921897286493)";"";"01.06.2010";"";"";"";"";"";"";"";"29.07.2019";"03.08.2019";"";"A";"Abgeschlossen"
"SEE978886981334";"In Betrieb";"Haus3";"Solare Strahlungsenergie";"49076 Osnabrück
Deutschland";"4,6";"4,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"16.11.2009";"";"natürliche Person (ABR958243696606)";"EEG959478028200";"SWO Netz GmbH (SNB943662886851)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"16.11.2009";"";"";"";"";"";"";"";"05.08.2019";"05.08.2019";"";"A";"Ungeprüft"
"SEE974822825014";"In Betrieb";"Hausdach";"Solare Strahlungsenergie";"14656 Brieselang
Deutschland";"6,82";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"12.07.2019";"";"natürliche Person (ABR954900868591)";"EEG918652102662";"E.DIS Netz GmbH (SNB941690671609)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"12.07.2019";"";"";"";"";"";"";"";"17.07.2019";"17.07.2019";"";"B";"Ungeprüft"
"SEE908268414785";"In Betrieb";"PhotoDach2019";"Solare Strahlungsenergie";"70794 Filderstadt
Deutschland";"9,57";"9,57";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"12.07.2019";"";"natürliche Person (ABR923096174199)";"EEG967224757076";"Netze BW GmbH (SNB948311994307)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"12.07.2019";"";"";"";"";"";"";"";"22.07.2019";"22.07.2019";"";"B";"Ungeprüft"
"SEE992810444191";"In Betrieb";"WEG Vogelsangweg 7";"Solare Strahlungsenergie";"46147 Oberhausen
Deutschland";"26,86";"23,6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"30.12.2011";"";"WEG Vogelsangweg";"EEG986042157028";"Oberhausener Netzgesellschaft mbH (SNB992672107807)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"17.12.2008";"";"";"";"";"";"";"";"05.08.2019";"05.08.2019";"";"A";"Ungeprüft"
"SEE998866193458";"In Betrieb";"Haus 6";"Solare Strahlungsenergie";"49076 Osnabrück
Deutschland";"20";"20";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"30.11.2013";"";"natürliche Person (ABR958243696606)";"EEG952962007309";"SWO Netz GmbH (SNB943662886851)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"30.11.2013";"";"";"";"";"";"";"";"05.08.2019";"05.08.2019";"";"A";"Ungeprüft"
"SEE903067394627";"In Betrieb";"Photovoltaikanlage Dach";"Solare Strahlungsenergie";"15528 Spreenhagen
Deutschland";"5,4";"5";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"09.07.2019";"";"natürliche Person (ABR904850834290)";"EEG950155632680";"E.DIS Netz GmbH (SNB941690671609)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"09.07.2019";"";"";"";"";"";"";"";"19.07.2019";"19.07.2019";"";"B";"Ungeprüft"
"SEE957608421693";"In Betrieb";"Wohnhaus";"Solare Strahlungsenergie";"49076 Osnabrück
Deutschland";"14,56";"14,56";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"28.11.2012";"";"natürliche Person (ABR958243696606)";"EEG968790991666";"SWO Netz GmbH (SNB943662886851)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"28.11.2012";"";"";"";"";"";"";"";"05.08.2019";"05.08.2019";"";"A";"Ungeprüft"
"SEE939197394435";"In Betrieb";"Photovoltaik Stromspeicher";"Speicher";"15528 Spreenhagen
Deutschland";"3";"3";"";"09.07.2019";"";"natürliche Person (ABR904850834290)";"EEG946964591652
SSE971086984631";"E.DIS Netz GmbH (SNB941690671609)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"09.07.2019";"";"";"4,8";"";"";"";"";"19.07.2019";"19.07.2019";"";"B";"Ungeprüft"
"SEE930670226892";"In Betrieb";"PV Anlage Eigenheim";"Solare Strahlungsenergie";"47509 Rheurdt
Deutschland";"3,66";"3,66";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"15.07.2019";"";"natürliche Person (ABR976001040157)";"EEG951790215887";"Westnetz GmbH (SNB921897286493)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"15.07.2019";"";"";"";"";"";"";"";"30.07.2019";"30.07.2019";"";"B";"Ungeprüft"
"SEE915564895415";"In Betrieb";"LG-AMRA";"Solare Strahlungsenergie";"27232 Sulingen
Deutschland";"6,8";"6";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"20.06.2019";"";"natürliche Person (ABR973672606750)";"EEG924384146317";"Westnetz GmbH (SNB921897286493)";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"20.06.2019";"";"";"";"";"";"";"";"16.07.2019";"16.07.2019";"";"B";"Ungeprüft"
